intended_num_agents,intended_recipe,intention,model_num_agents,model_recipe,model_run,design_congruent,seed,timesteps,agent_pauses,agent_collisions,was_successful
2agent,onion,2agent-onion,2agent,tomato,2agent-tomato,incongruent,3,38,5,0,True
2agent,onion,2agent-onion,2agent,tomato,2agent-tomato,incongruent,4,43,2,0,True
2agent,onion,2agent-onion,2agent,tomato,2agent-tomato,incongruent,5,42,7,0,True
2agent,onion,2agent-onion,2agent,tomato,2agent-tomato,incongruent,6,36,10,0,True
2agent,onion,2agent-onion,2agent,tomato,2agent-tomato,incongruent,7,38,6,0,True
2agent,onion,2agent-onion,2agent,tomato,2agent-tomato,incongruent,8,38,7,0,True
2agent,onion,2agent-onion,2agent,tomato,2agent-tomato,incongruent,9,41,15,0,True
2agent,onion,2agent-onion,2agent,tomato,2agent-tomato,incongruent,10,39,7,0,True
2agent,onion,2agent-onion,2agent,tomato,2agent-tomato,incongruent,11,41,10,0,True
2agent,onion,2agent-onion,2agent,tomato,2agent-tomato,incongruent,12,35,8,0,True
2agent,onion,2agent-onion,2agent,tomato,2agent-tomato,incongruent,13,33,9,0,True
2agent,onion,2agent-onion,2agent,tomato,2agent-tomato,incongruent,14,42,9,0,True
2agent,onion,2agent-onion,2agent,tomato,2agent-tomato,incongruent,15,35,4,0,True
2agent,onion,2agent-onion,2agent,tomato,2agent-tomato,incongruent,16,67,16,4,True
2agent,onion,2agent-onion,2agent,tomato,2agent-tomato,incongruent,17,100,34,0,False
2agent,onion,2agent-onion,2agent,tomato,2agent-tomato,incongruent,18,38,4,0,True
2agent,onion,2agent-onion,2agent,tomato,2agent-tomato,incongruent,19,39,5,0,True
2agent,onion,2agent-onion,2agent,tomato,2agent-tomato,incongruent,20,39,2,0,True
2agent,tomato,2agent-tomato,1agent,onion,1agent-onion,incongruent,1,49,0,0,True
2agent,tomato,2agent-tomato,1agent,onion,1agent-onion,incongruent,2,61,0,0,True
2agent,tomato,2agent-tomato,1agent,onion,1agent-onion,incongruent,3,63,0,0,True
2agent,tomato,2agent-tomato,1agent,onion,1agent-onion,incongruent,4,49,0,0,True
2agent,tomato,2agent-tomato,1agent,onion,1agent-onion,incongruent,5,61,0,0,True
2agent,tomato,2agent-tomato,1agent,onion,1agent-onion,incongruent,6,49,0,0,True
2agent,tomato,2agent-tomato,1agent,onion,1agent-onion,incongruent,7,63,0,0,True
2agent,tomato,2agent-tomato,1agent,onion,1agent-onion,incongruent,8,49,0,0,True
2agent,tomato,2agent-tomato,1agent,onion,1agent-onion,incongruent,9,63,0,0,True
2agent,tomato,2agent-tomato,1agent,onion,1agent-onion,incongruent,10,61,0,0,True
2agent,tomato,2agent-tomato,1agent,onion,1agent-onion,incongruent,11,49,0,0,True
2agent,tomato,2agent-tomato,1agent,onion,1agent-onion,incongruent,12,49,0,0,True
2agent,tomato,2agent-tomato,1agent,onion,1agent-onion,incongruent,13,49,0,0,True
2agent,tomato,2agent-tomato,1agent,onion,1agent-onion,incongruent,14,61,0,0,True
2agent,tomato,2agent-tomato,1agent,onion,1agent-onion,incongruent,15,49,0,0,True
2agent,tomato,2agent-tomato,1agent,onion,1agent-onion,incongruent,16,61,0,0,True
2agent,tomato,2agent-tomato,1agent,onion,1agent-onion,incongruent,17,61,0,0,True
2agent,tomato,2agent-tomato,1agent,onion,1agent-onion,incongruent,18,61,0,0,True
2agent,tomato,2agent-tomato,1agent,onion,1agent-onion,incongruent,19,63,0,0,True
2agent,tomato,2agent-tomato,1agent,onion,1agent-onion,incongruent,20,63,0,0,True
2agent,tomato,2agent-tomato,1agent,tomato,1agent-tomato,incongruent,1,33,0,0,True
2agent,tomato,2agent-tomato,1agent,tomato,1agent-tomato,incongruent,2,47,0,0,True
2agent,tomato,2agent-tomato,1agent,tomato,1agent-tomato,incongruent,3,45,0,0,True
2agent,tomato,2agent-tomato,1agent,tomato,1agent-tomato,incongruent,4,47,0,0,True
2agent,tomato,2agent-tomato,1agent,tomato,1agent-tomato,incongruent,5,33,0,0,True
2agent,tomato,2agent-tomato,1agent,tomato,1agent-tomato,incongruent,6,33,0,0,True
2agent,tomato,2agent-tomato,1agent,tomato,1agent-tomato,incongruent,7,33,0,0,True
2agent,tomato,2agent-tomato,1agent,tomato,1agent-tomato,incongruent,8,33,0,0,True
2agent,tomato,2agent-tomato,1agent,tomato,1agent-tomato,incongruent,9,33,0,0,True
2agent,tomato,2agent-tomato,1agent,tomato,1agent-tomato,incongruent,10,35,0,0,True
2agent,tomato,2agent-tomato,1agent,tomato,1agent-tomato,incongruent,11,45,0,0,True
2agent,tomato,2agent-tomato,1agent,tomato,1agent-tomato,incongruent,12,35,0,0,True
2agent,tomato,2agent-tomato,1agent,tomato,1agent-tomato,incongruent,13,35,0,0,True
2agent,tomato,2agent-tomato,1agent,tomato,1agent-tomato,incongruent,14,45,0,0,True
2agent,tomato,2agent-tomato,1agent,tomato,1agent-tomato,incongruent,15,45,0,0,True
2agent,tomato,2agent-tomato,1agent,tomato,1agent-tomato,incongruent,16,35,0,0,True
2agent,tomato,2agent-tomato,1agent,tomato,1agent-tomato,incongruent,17,35,0,0,True
2agent,tomato,2agent-tomato,1agent,tomato,1agent-tomato,incongruent,18,35,0,0,True
2agent,tomato,2agent-tomato,1agent,tomato,1agent-tomato,incongruent,19,33,0,0,True
2agent,tomato,2agent-tomato,1agent,tomato,1agent-tomato,incongruent,20,45,0,0,True
2agent,tomato,2agent-tomato,2agent,onion,2agent-onion,incongruent,1,38,5,0,True
2agent,tomato,2agent-tomato,2agent,onion,2agent-onion,incongruent,2,37,12,0,True
2agent,tomato,2agent-tomato,2agent,onion,2agent-onion,incongruent,3,40,9,0,True
2agent,tomato,2agent-tomato,2agent,onion,2agent-onion,incongruent,4,37,9,0,True
2agent,tomato,2agent-tomato,2agent,onion,2agent-onion,incongruent,5,35,5,0,True
2agent,tomato,2agent-tomato,2agent,onion,2agent-onion,incongruent,6,38,8,0,True
2agent,tomato,2agent-tomato,2agent,onion,2agent-onion,incongruent,7,100,3,0,False
2agent,tomato,2agent-tomato,2agent,onion,2agent-onion,incongruent,8,40,6,0,True
2agent,tomato,2agent-tomato,2agent,onion,2agent-onion,incongruent,9,41,15,0,True
2agent,tomato,2agent-tomato,2agent,onion,2agent-onion,incongruent,10,39,3,0,True
2agent,tomato,2agent-tomato,2agent,onion,2agent-onion,incongruent,11,39,5,0,True
2agent,tomato,2agent-tomato,2agent,onion,2agent-onion,incongruent,12,47,9,0,True
2agent,tomato,2agent-tomato,2agent,onion,2agent-onion,incongruent,13,43,6,0,True
2agent,tomato,2agent-tomato,2agent,onion,2agent-onion,incongruent,14,45,11,0,True
2agent,tomato,2agent-tomato,2agent,onion,2agent-onion,incongruent,15,35,10,0,True
2agent,tomato,2agent-tomato,2agent,onion,2agent-onion,incongruent,16,42,13,0,True
2agent,tomato,2agent-tomato,2agent,onion,2agent-onion,incongruent,17,40,14,0,True
2agent,tomato,2agent-tomato,2agent,onion,2agent-onion,incongruent,18,51,18,0,True
2agent,tomato,2agent-tomato,2agent,onion,2agent-onion,incongruent,19,39,6,0,True
2agent,tomato,2agent-tomato,2agent,onion,2agent-onion,incongruent,20,39,9,0,True
2agent,tomato,2agent-tomato,2agent,tomato,2agent-tomato,congruent,1,25,14,0,True
2agent,tomato,2agent-tomato,2agent,tomato,2agent-tomato,congruent,2,27,15,0,True
2agent,tomato,2agent-tomato,2agent,tomato,2agent-tomato,congruent,3,26,12,0,True
2agent,tomato,2agent-tomato,2agent,tomato,2agent-tomato,congruent,4,27,13,0,True
2agent,tomato,2agent-tomato,2agent,tomato,2agent-tomato,congruent,5,23,11,0,True
2agent,tomato,2agent-tomato,2agent,tomato,2agent-tomato,congruent,6,24,15,0,True
2agent,tomato,2agent-tomato,2agent,tomato,2agent-tomato,congruent,7,25,12,0,True
2agent,tomato,2agent-tomato,2agent,tomato,2agent-tomato,congruent,8,23,14,0,True
2agent,tomato,2agent-tomato,2agent,tomato,2agent-tomato,congruent,9,25,13,0,True
2agent,tomato,2agent-tomato,2agent,tomato,2agent-tomato,congruent,10,26,12,0,True
2agent,tomato,2agent-tomato,2agent,tomato,2agent-tomato,congruent,11,25,10,0,True
2agent,tomato,2agent-tomato,2agent,tomato,2agent-tomato,congruent,12,23,8,0,True
2agent,tomato,2agent-tomato,2agent,tomato,2agent-tomato,congruent,13,23,10,0,True
2agent,tomato,2agent-tomato,2agent,tomato,2agent-tomato,congruent,14,25,12,0,True
2agent,tomato,2agent-tomato,2agent,tomato,2agent-tomato,congruent,15,24,17,0,True
2agent,tomato,2agent-tomato,2agent,tomato,2agent-tomato,congruent,16,23,15,0,True
2agent,tomato,2agent-tomato,2agent,tomato,2agent-tomato,congruent,17,26,15,0,True
2agent,tomato,2agent-tomato,2agent,tomato,2agent-tomato,congruent,18,23,13,0,True
2agent,tomato,2agent-tomato,2agent,tomato,2agent-tomato,congruent,19,24,10,0,True
2agent,tomato,2agent-tomato,2agent,tomato,2agent-tomato,congruent,20,27,12,0,True
2agent,either_recipe,2agent-either_recipe,1agent,onion,1agent-onion,incongruent,1,57,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,onion,1agent-onion,incongruent,2,57,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,onion,1agent-onion,incongruent,3,47,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,onion,1agent-onion,incongruent,4,57,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,onion,1agent-onion,incongruent,5,57,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,onion,1agent-onion,incongruent,6,47,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,onion,1agent-onion,incongruent,7,57,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,onion,1agent-onion,incongruent,8,57,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,onion,1agent-onion,incongruent,9,47,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,onion,1agent-onion,incongruent,10,47,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,onion,1agent-onion,incongruent,11,47,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,onion,1agent-onion,incongruent,12,47,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,onion,1agent-onion,incongruent,13,47,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,onion,1agent-onion,incongruent,14,47,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,onion,1agent-onion,incongruent,15,59,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,onion,1agent-onion,incongruent,16,47,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,onion,1agent-onion,incongruent,17,47,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,onion,1agent-onion,incongruent,18,47,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,onion,1agent-onion,incongruent,19,57,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,onion,1agent-onion,incongruent,20,47,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,1,57,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,2,47,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,3,47,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,4,57,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,5,47,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,6,47,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,7,59,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,8,47,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,9,47,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,10,47,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,11,47,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,12,47,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,13,47,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,14,57,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,15,59,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,16,47,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,17,47,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,18,57,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,19,57,0,0,True
2agent,either_recipe,2agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,20,47,0,0,True
2agent,either_recipe,2agent-either_recipe,2agent,onion,2agent-onion,incongruent,1,37,10,0,True
2agent,either_recipe,2agent-either_recipe,2agent,onion,2agent-onion,incongruent,2,35,16,0,True
2agent,either_recipe,2agent-either_recipe,2agent,onion,2agent-onion,incongruent,3,41,9,0,True
2agent,either_recipe,2agent-either_recipe,2agent,onion,2agent-onion,incongruent,4,37,18,0,True
2agent,either_recipe,2agent-either_recipe,2agent,onion,2agent-onion,incongruent,5,32,12,0,True
2agent,either_recipe,2agent-either_recipe,2agent,onion,2agent-onion,incongruent,6,40,8,2,True
2agent,either_recipe,2agent-either_recipe,2agent,onion,2agent-onion,incongruent,7,38,16,0,True
2agent,either_recipe,2agent-either_recipe,2agent,onion,2agent-onion,incongruent,8,37,10,0,True
2agent,either_recipe,2agent-either_recipe,2agent,onion,2agent-onion,incongruent,9,45,15,0,True
2agent,either_recipe,2agent-either_recipe,2agent,onion,2agent-onion,incongruent,10,38,8,0,True
2agent,either_recipe,2agent-either_recipe,2agent,onion,2agent-onion,incongruent,11,37,10,0,True
2agent,either_recipe,2agent-either_recipe,2agent,onion,2agent-onion,incongruent,12,38,8,0,True
2agent,either_recipe,2agent-either_recipe,2agent,onion,2agent-onion,incongruent,13,56,6,16,True
2agent,either_recipe,2agent-either_recipe,2agent,onion,2agent-onion,incongruent,14,40,12,0,True
2agent,either_recipe,2agent-either_recipe,2agent,onion,2agent-onion,incongruent,15,43,20,0,True
2agent,either_recipe,2agent-either_recipe,2agent,onion,2agent-onion,incongruent,16,40,16,0,True
2agent,either_recipe,2agent-either_recipe,2agent,onion,2agent-onion,incongruent,17,37,12,0,True
2agent,either_recipe,2agent-either_recipe,2agent,onion,2agent-onion,incongruent,18,41,10,0,True
2agent,either_recipe,2agent-either_recipe,2agent,onion,2agent-onion,incongruent,19,36,9,0,True
2agent,either_recipe,2agent-either_recipe,2agent,onion,2agent-onion,incongruent,20,32,10,0,True
2agent,either_recipe,2agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,1,41,13,0,True
2agent,either_recipe,2agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,2,33,5,0,True
2agent,either_recipe,2agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,3,43,18,0,True
2agent,either_recipe,2agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,4,37,7,0,True
2agent,either_recipe,2agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,5,35,4,1,True
2agent,either_recipe,2agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,6,34,13,0,True
2agent,either_recipe,2agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,7,36,7,0,True
2agent,either_recipe,2agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,8,33,14,0,True
2agent,either_recipe,2agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,9,34,8,0,True
2agent,either_recipe,2agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,10,37,13,0,True
2agent,either_recipe,2agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,11,41,14,0,True
2agent,either_recipe,2agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,12,37,16,0,True
2agent,either_recipe,2agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,13,34,7,0,True
2agent,either_recipe,2agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,14,39,14,0,True
2agent,either_recipe,2agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,15,37,13,0,True
2agent,either_recipe,2agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,16,35,11,0,True
2agent,either_recipe,2agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,17,41,13,0,True
2agent,either_recipe,2agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,18,39,14,0,True
2agent,either_recipe,2agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,19,33,7,0,True
2agent,either_recipe,2agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,20,33,9,0,True
either_agents,onion,either_agents-onion,1agent,onion,1agent-onion,incongruent,1,21,0,0,True
either_agents,onion,either_agents-onion,1agent,onion,1agent-onion,incongruent,2,23,0,0,True
either_agents,onion,either_agents-onion,1agent,onion,1agent-onion,incongruent,3,25,0,0,True
either_agents,onion,either_agents-onion,1agent,onion,1agent-onion,incongruent,4,21,0,0,True
either_agents,onion,either_agents-onion,1agent,onion,1agent-onion,incongruent,5,25,0,0,True
either_agents,onion,either_agents-onion,1agent,onion,1agent-onion,incongruent,6,21,0,0,True
either_agents,onion,either_agents-onion,1agent,onion,1agent-onion,incongruent,7,25,0,0,True
either_agents,onion,either_agents-onion,1agent,onion,1agent-onion,incongruent,8,27,0,0,True
either_agents,onion,either_agents-onion,1agent,onion,1agent-onion,incongruent,9,25,0,0,True
either_agents,onion,either_agents-onion,1agent,onion,1agent-onion,incongruent,10,25,0,0,True
either_agents,onion,either_agents-onion,1agent,onion,1agent-onion,incongruent,11,25,0,0,True
either_agents,onion,either_agents-onion,1agent,onion,1agent-onion,incongruent,12,25,0,0,True
either_agents,onion,either_agents-onion,1agent,onion,1agent-onion,incongruent,13,27,0,0,True
either_agents,onion,either_agents-onion,1agent,onion,1agent-onion,incongruent,14,23,0,0,True
either_agents,onion,either_agents-onion,1agent,onion,1agent-onion,incongruent,15,21,0,0,True
either_agents,onion,either_agents-onion,1agent,onion,1agent-onion,incongruent,16,21,0,0,True
either_agents,onion,either_agents-onion,1agent,onion,1agent-onion,incongruent,17,27,0,0,True
either_agents,onion,either_agents-onion,1agent,onion,1agent-onion,incongruent,18,27,0,0,True
either_agents,onion,either_agents-onion,1agent,onion,1agent-onion,incongruent,19,25,0,0,True
either_agents,onion,either_agents-onion,1agent,onion,1agent-onion,incongruent,20,21,0,0,True
either_agents,onion,either_agents-onion,1agent,tomato,1agent-tomato,incongruent,1,27,0,0,True
either_agents,onion,either_agents-onion,1agent,tomato,1agent-tomato,incongruent,2,19,0,0,True
either_agents,onion,either_agents-onion,1agent,tomato,1agent-tomato,incongruent,3,25,0,0,True
either_agents,onion,either_agents-onion,1agent,tomato,1agent-tomato,incongruent,4,25,0,0,True
either_agents,onion,either_agents-onion,1agent,tomato,1agent-tomato,incongruent,5,25,0,0,True
either_agents,onion,either_agents-onion,1agent,tomato,1agent-tomato,incongruent,6,27,0,0,True
either_agents,onion,either_agents-onion,1agent,tomato,1agent-tomato,incongruent,7,25,0,0,True
either_agents,onion,either_agents-onion,1agent,tomato,1agent-tomato,incongruent,8,25,0,0,True
either_agents,onion,either_agents-onion,1agent,tomato,1agent-tomato,incongruent,9,25,0,0,True
either_agents,onion,either_agents-onion,1agent,tomato,1agent-tomato,incongruent,10,21,0,0,True
either_agents,onion,either_agents-onion,1agent,tomato,1agent-tomato,incongruent,11,25,0,0,True
either_agents,onion,either_agents-onion,1agent,tomato,1agent-tomato,incongruent,12,25,0,0,True
either_agents,onion,either_agents-onion,1agent,tomato,1agent-tomato,incongruent,13,23,0,0,True
either_agents,onion,either_agents-onion,1agent,tomato,1agent-tomato,incongruent,14,23,0,0,True
either_agents,onion,either_agents-onion,1agent,tomato,1agent-tomato,incongruent,15,25,0,0,True
either_agents,onion,either_agents-onion,1agent,tomato,1agent-tomato,incongruent,16,25,0,0,True
either_agents,onion,either_agents-onion,1agent,tomato,1agent-tomato,incongruent,17,23,0,0,True
either_agents,onion,either_agents-onion,1agent,tomato,1agent-tomato,incongruent,18,23,0,0,True
either_agents,onion,either_agents-onion,1agent,tomato,1agent-tomato,incongruent,19,25,0,0,True
either_agents,onion,either_agents-onion,1agent,tomato,1agent-tomato,incongruent,20,23,0,0,True
either_agents,onion,either_agents-onion,2agent,onion,2agent-onion,incongruent,1,100,3,0,False
either_agents,onion,either_agents-onion,2agent,onion,2agent-onion,incongruent,2,22,4,0,True
either_agents,onion,either_agents-onion,2agent,onion,2agent-onion,incongruent,3,16,5,0,True
either_agents,onion,either_agents-onion,2agent,onion,2agent-onion,incongruent,4,13,2,0,True
either_agents,onion,either_agents-onion,2agent,onion,2agent-onion,incongruent,5,22,2,0,True
either_agents,onion,either_agents-onion,2agent,onion,2agent-onion,incongruent,6,23,7,0,True
either_agents,onion,either_agents-onion,2agent,onion,2agent-onion,incongruent,7,13,2,0,True
either_agents,onion,either_agents-onion,2agent,onion,2agent-onion,incongruent,8,20,3,0,True
either_agents,onion,either_agents-onion,2agent,onion,2agent-onion,incongruent,9,14,3,0,True
either_agents,onion,either_agents-onion,2agent,onion,2agent-onion,incongruent,10,14,2,0,True
either_agents,onion,either_agents-onion,2agent,onion,2agent-onion,incongruent,11,100,3,0,False
either_agents,onion,either_agents-onion,2agent,onion,2agent-onion,incongruent,12,23,6,0,True
either_agents,onion,either_agents-onion,2agent,onion,2agent-onion,incongruent,13,100,4,0,False
either_agents,onion,either_agents-onion,2agent,onion,2agent-onion,incongruent,14,13,2,0,True
either_agents,onion,either_agents-onion,2agent,onion,2agent-onion,incongruent,15,100,3,0,False
either_agents,onion,either_agents-onion,2agent,onion,2agent-onion,incongruent,16,22,5,0,True
either_agents,onion,either_agents-onion,2agent,onion,2agent-onion,incongruent,17,20,2,0,True
either_agents,onion,either_agents-onion,2agent,onion,2agent-onion,incongruent,18,22,4,0,True
either_agents,onion,either_agents-onion,2agent,onion,2agent-onion,incongruent,19,14,3,0,True
either_agents,onion,either_agents-onion,2agent,onion,2agent-onion,incongruent,20,13,2,0,True
either_agents,onion,either_agents-onion,2agent,tomato,2agent-tomato,incongruent,1,15,4,0,True
either_agents,onion,either_agents-onion,2agent,tomato,2agent-tomato,incongruent,2,17,2,0,True
either_agents,onion,either_agents-onion,2agent,tomato,2agent-tomato,incongruent,3,20,8,0,True
either_agents,onion,either_agents-onion,2agent,tomato,2agent-tomato,incongruent,4,18,9,1,True
either_agents,onion,either_agents-onion,2agent,tomato,2agent-tomato,incongruent,5,15,4,0,True
either_agents,onion,either_agents-onion,2agent,tomato,2agent-tomato,incongruent,6,20,5,0,True
either_agents,onion,either_agents-onion,2agent,tomato,2agent-tomato,incongruent,7,17,5,0,True
either_agents,onion,either_agents-onion,2agent,tomato,2agent-tomato,incongruent,8,19,5,0,True
either_agents,onion,either_agents-onion,2agent,tomato,2agent-tomato,incongruent,9,18,5,0,True
either_agents,onion,either_agents-onion,2agent,tomato,2agent-tomato,incongruent,10,18,7,0,True
either_agents,onion,either_agents-onion,2agent,tomato,2agent-tomato,incongruent,11,18,7,0,True
either_agents,onion,either_agents-onion,2agent,tomato,2agent-tomato,incongruent,12,18,7,0,True
either_agents,onion,either_agents-onion,2agent,tomato,2agent-tomato,incongruent,13,19,7,0,True
either_agents,onion,either_agents-onion,2agent,tomato,2agent-tomato,incongruent,14,19,6,0,True
either_agents,onion,either_agents-onion,2agent,tomato,2agent-tomato,incongruent,15,19,8,0,True
either_agents,onion,either_agents-onion,2agent,tomato,2agent-tomato,incongruent,16,21,5,0,True
either_agents,onion,either_agents-onion,2agent,tomato,2agent-tomato,incongruent,17,16,5,0,True
either_agents,onion,either_agents-onion,2agent,tomato,2agent-tomato,incongruent,18,18,6,0,True
either_agents,onion,either_agents-onion,2agent,tomato,2agent-tomato,incongruent,19,19,5,0,True
either_agents,onion,either_agents-onion,2agent,tomato,2agent-tomato,incongruent,20,19,5,0,True
either_agents,tomato,either_agents-tomato,1agent,onion,1agent-onion,incongruent,1,27,0,0,True
either_agents,tomato,either_agents-tomato,1agent,onion,1agent-onion,incongruent,2,25,0,0,True
either_agents,tomato,either_agents-tomato,1agent,onion,1agent-onion,incongruent,3,25,0,0,True
either_agents,tomato,either_agents-tomato,1agent,onion,1agent-onion,incongruent,4,25,0,0,True
either_agents,tomato,either_agents-tomato,1agent,onion,1agent-onion,incongruent,5,25,0,0,True
either_agents,tomato,either_agents-tomato,1agent,onion,1agent-onion,incongruent,6,23,0,0,True
either_agents,tomato,either_agents-tomato,1agent,onion,1agent-onion,incongruent,7,25,0,0,True
either_agents,tomato,either_agents-tomato,1agent,onion,1agent-onion,incongruent,8,25,0,0,True
either_agents,tomato,either_agents-tomato,1agent,onion,1agent-onion,incongruent,9,23,0,0,True
either_agents,tomato,either_agents-tomato,1agent,onion,1agent-onion,incongruent,10,23,0,0,True
either_agents,tomato,either_agents-tomato,1agent,onion,1agent-onion,incongruent,11,27,0,0,True
either_agents,tomato,either_agents-tomato,1agent,onion,1agent-onion,incongruent,12,21,0,0,True
either_agents,tomato,either_agents-tomato,1agent,onion,1agent-onion,incongruent,13,23,0,0,True
either_agents,tomato,either_agents-tomato,1agent,onion,1agent-onion,incongruent,14,21,0,0,True
either_agents,tomato,either_agents-tomato,1agent,onion,1agent-onion,incongruent,15,25,0,0,True
either_agents,tomato,either_agents-tomato,1agent,onion,1agent-onion,incongruent,16,25,0,0,True
either_agents,tomato,either_agents-tomato,1agent,onion,1agent-onion,incongruent,17,23,0,0,True
either_agents,tomato,either_agents-tomato,1agent,onion,1agent-onion,incongruent,18,23,0,0,True
either_agents,tomato,either_agents-tomato,1agent,onion,1agent-onion,incongruent,19,25,0,0,True
either_agents,tomato,either_agents-tomato,1agent,onion,1agent-onion,incongruent,20,21,0,0,True
either_agents,tomato,either_agents-tomato,1agent,tomato,1agent-tomato,incongruent,1,27,0,0,True
either_agents,tomato,either_agents-tomato,1agent,tomato,1agent-tomato,incongruent,2,23,0,0,True
either_agents,tomato,either_agents-tomato,1agent,tomato,1agent-tomato,incongruent,3,25,0,0,True
either_agents,tomato,either_agents-tomato,1agent,tomato,1agent-tomato,incongruent,4,21,0,0,True
either_agents,tomato,either_agents-tomato,1agent,tomato,1agent-tomato,incongruent,5,25,0,0,True
either_agents,tomato,either_agents-tomato,1agent,tomato,1agent-tomato,incongruent,6,25,0,0,True
either_agents,tomato,either_agents-tomato,1agent,tomato,1agent-tomato,incongruent,7,25,0,0,True
either_agents,tomato,either_agents-tomato,1agent,tomato,1agent-tomato,incongruent,8,27,0,0,True
either_agents,tomato,either_agents-tomato,1agent,tomato,1agent-tomato,incongruent,9,25,0,0,True
either_agents,tomato,either_agents-tomato,1agent,tomato,1agent-tomato,incongruent,10,23,0,0,True
either_agents,tomato,either_agents-tomato,1agent,tomato,1agent-tomato,incongruent,11,25,0,0,True
either_agents,tomato,either_agents-tomato,1agent,tomato,1agent-tomato,incongruent,12,25,0,0,True
either_agents,tomato,either_agents-tomato,1agent,tomato,1agent-tomato,incongruent,13,27,0,0,True
either_agents,tomato,either_agents-tomato,1agent,tomato,1agent-tomato,incongruent,14,23,0,0,True
either_agents,tomato,either_agents-tomato,1agent,tomato,1agent-tomato,incongruent,15,21,0,0,True
either_agents,tomato,either_agents-tomato,1agent,tomato,1agent-tomato,incongruent,16,21,0,0,True
either_agents,tomato,either_agents-tomato,1agent,tomato,1agent-tomato,incongruent,17,23,0,0,True
